Num,ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Real Face,Position,Jersey Number,Joined,Loaned From,Contract Valid Until,Height,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Release Clause,PositionCode,Is_GK,Is_Defense,Is_Midfield,Is_Offense,From_England,In_Premier
9,200389,J. Oblak,25,https://cdn.sofifa.org/players/4/19/200389.png,Slovenia,https://cdn.sofifa.org/flags/44.png,90,93,Atlético Madrid,https://cdn.sofifa.org/teams/2/light/240.png,68000000.0,94000.0,1331,Right,3.0,3.0,1.0,Medium/ Medium,Normal,Yes,GK,1.0,"Jul 16, 2014",,2021,187,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,11.0,15.0,29.0,13.0,12.0,13.0,14.0,26.0,16.0,43.0,60.0,67.0,86.0,49.0,22.0,76.0,41.0,78.0,12.0,34.0,19.0,11.0,70.0,11.0,70.0,27.0,12.0,18.0,86.0,92.0,78.0,88.0,89.0,144500000.0,1,1,0,0,0,0,0
41,1179,G. Buffon,40,https://cdn.sofifa.org/players/4/19/1179.png,Italy,https://cdn.sofifa.org/flags/27.png,88,88,Paris Saint-Germain,https://cdn.sofifa.org/teams/2/light/73.png,4000000.0,77000.0,1334,Right,4.0,2.0,1.0,Medium/ Medium,Normal,Yes,GK,1.0,"Jul 6, 2018",,2019,193,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,15.0,13.0,37.0,17.0,26.0,20.0,13.0,35.0,28.0,49.0,43.0,55.0,79.0,49.0,39.0,75.0,39.0,69.0,13.0,38.0,28.0,12.0,50.0,22.0,70.0,13.0,11.0,11.0,88.0,87.0,74.0,90.0,83.0,7400000.0,1,1,0,0,0,0,0
76,41,Iniesta,34,https://cdn.sofifa.org/players/4/19/41.png,Spain,https://cdn.sofifa.org/flags/45.png,86,86,Vissel Kobe,https://cdn.sofifa.org/teams/2/light/101146.png,21500000.0,21000.0,2058,Right,4.0,4.0,4.0,High/ Medium,Normal,Yes,LF,8.0,"Jul 16, 2018",,2021,170,150,77,77,77,85,84,84,84,85,88,88,88,85,86,86,86,85,74,76,76,76,74,71,66,66,66,71,77.0,70.0,54.0,90.0,74.0,90.0,80.0,70.0,85.0,92.0,70.0,67.0,79.0,86.0,84.0,65.0,47.0,55.0,58.0,71.0,58.0,66.0,81.0,93.0,71.0,89.0,67.0,57.0,56.0,6.0,13.0,6.0,13.0,7.0,26900000.0,4,0,0,0,1,0,0
94,184267,Y. Brahimi,28,https://cdn.sofifa.org/players/4/19/184267.png,Algeria,https://cdn.sofifa.org/flags/97.png,85,85,FC Porto,https://cdn.sofifa.org/teams/2/light/236.png,39000000.0,28000.0,2030,Right,3.0,3.0,4.0,High/ Medium,Normal,No,LM,8.0,"Jul 22, 2014",,2019,175,146,78,78,78,86,84,84,84,86,85,85,85,85,79,79,79,85,67,63,63,63,67,62,51,51,51,62,79.0,76.0,46.0,79.0,73.0,93.0,84.0,78.0,72.0,86.0,87.0,75.0,92.0,84.0,87.0,69.0,72.0,85.0,49.0,76.0,46.0,38.0,83.0,79.0,75.0,90.0,51.0,36.0,25.0,13.0,16.0,12.0,7.0,7.0,78000000.0,3,0,0,1,0,0,0
102,171919,Naldo,35,https://cdn.sofifa.org/players/4/19/171919.png,Brazil,https://cdn.sofifa.org/flags/54.png,85,85,FC Schalke 04,https://cdn.sofifa.org/teams/2/light/34.png,9000000.0,38000.0,1959,Right,3.0,4.0,2.0,Medium/ Medium,Lean,No,CB,29.0,"Jul 1, 2016",,2020,198,201,73,73,73,65,69,69,69,65,68,68,68,66,73,73,73,66,75,80,80,80,75,78,85,85,85,78,45.0,57.0,94.0,76.0,60.0,60.0,52.0,76.0,70.0,68.0,60.0,65.0,46.0,85.0,36.0,92.0,45.0,61.0,83.0,82.0,72.0,83.0,53.0,59.0,60.0,84.0,86.0,88.0,85.0,14.0,10.0,14.0,8.0,14.0,15300000.0,2,0,1,0,0,0,0
109,41236,Z. Ibrahimović,36,https://cdn.sofifa.org/players/4/19/41236.png,Sweden,https://cdn.sofifa.org/flags/46.png,85,85,LA Galaxy,https://cdn.sofifa.org/teams/2/light/697.png,14000000.0,15000.0,2012,Right,5.0,4.0,5.0,Medium/ Low,Normal,Yes,RS,9.0,"Mar 23, 2018",,2022,195,209,86,86,86,81,84,84,84,81,83,83,83,80,77,77,77,80,59,61,61,61,59,55,56,56,56,55,73.0,86.0,83.0,79.0,86.0,79.0,82.0,82.0,73.0,84.0,58.0,59.0,75.0,82.0,39.0,90.0,68.0,61.0,86.0,82.0,84.0,20.0,85.0,79.0,89.0,90.0,28.0,37.0,24.0,13.0,15.0,10.0,9.0,12.0,21000000.0,4,0,0,0,1,0,0
112,212462,Alex Telles,25,https://cdn.sofifa.org/players/4/19/212462.png,Brazil,https://cdn.sofifa.org/flags/54.png,84,87,FC Porto,https://cdn.sofifa.org/teams/2/light/236.png,32000000.0,22000.0,2259,Left,3.0,2.0,3.0,High/ Medium,Lean,Yes,LB,13.0,"Jul 13, 2016",,2021,180,157,79,79,79,82,81,81,81,82,82,82,82,84,84,84,84,84,86,84,84,84,86,85,81,81,81,85,89.0,65.0,74.0,83.0,67.0,82.0,87.0,79.0,86.0,82.0,84.0,85.0,73.0,83.0,70.0,80.0,81.0,92.0,68.0,75.0,78.0,80.0,76.0,74.0,68.0,80.0,80.0,81.0,79.0,13.0,8.0,12.0,11.0,14.0,66400000.00000001,2,0,1,0,0,0,0
114,212198,Bruno Fernandes,23,https://cdn.sofifa.org/players/4/19/212198.png,Portugal,https://cdn.sofifa.org/flags/38.png,84,88,Sporting CP,https://cdn.sofifa.org/teams/2/light/237.png,40500000.0,22000.0,2223,Right,2.0,3.0,4.0,High/ Medium,Lean,No,LCM,8.0,"Jul 1, 2017",,2023,177,152,79,79,79,83,83,83,83,83,84,84,84,84,84,84,84,84,77,77,77,77,77,75,69,69,69,75,84.0,73.0,58.0,85.0,84.0,83.0,85.0,81.0,82.0,85.0,79.0,76.0,77.0,84.0,78.0,87.0,72.0,89.0,67.0,88.0,65.0,70.0,79.0,86.0,81.0,83.0,63.0,66.0,53.0,12.0,14.0,15.0,8.0,14.0,84000000.0,3,0,0,1,0,0,0
142,178562,E. Banega,30,https://cdn.sofifa.org/players/4/19/178562.png,Argentina,https://cdn.sofifa.org/flags/52.png,84,84,Sevilla FC,https://cdn.sofifa.org/teams/2/light/481.png,29000000.0,31000.0,2133,Right,3.0,4.0,4.0,Medium/ Medium,Normal,Yes,CDM,10.0,"Jul 3, 2017",,2020,175,157,74,74,74,81,80,80,80,81,84,84,84,82,85,85,85,82,78,81,81,81,78,75,72,72,72,75,80.0,66.0,49.0,88.0,65.0,84.0,83.0,81.0,87.0,86.0,68.0,64.0,79.0,77.0,83.0,74.0,57.0,74.0,67.0,78.0,73.0,76.0,75.0,88.0,78.0,80.0,75.0,69.0,64.0,13.0,8.0,7.0,7.0,10.0,60900000.0,3,0,0,1,0,0,0
145,176769,Jonas,34,https://cdn.sofifa.org/players/4/19/176769.png,Brazil,https://cdn.sofifa.org/flags/54.png,84,84,SL Benfica,https://cdn.sofifa.org/teams/2/light/234.png,16500000.0,25000.0,2023,Right,3.0,5.0,3.0,High/ Medium,Lean,Yes,ST,10.0,"Sep 12, 2014",,2020,180,163,85,85,85,83,85,85,85,83,84,84,84,81,79,79,79,81,61,61,61,61,61,57,54,54,54,57,70.0,88.0,84.0,76.0,85.0,84.0,85.0,77.0,75.0,88.0,65.0,64.0,77.0,85.0,69.0,84.0,69.0,66.0,63.0,85.0,61.0,34.0,87.0,83.0,84.0,87.0,31.0,36.0,25.0,12.0,11.0,7.0,8.0,5.0,33000000.0,4,0,0,0,1,0,0
